sentence_id,words,labels
17,chairman,O
17,John,B-PER
17,Lloyd,I-PER
17,Jones,I-PER
17,said,O
17,on,O
17,BBC,B-ORG
17,radio,I-ORG
17,.,O
18,Bonn,B-LOC
18,has,O
18,led,O
18,efforts,O
18,to,O
18,protect,O
18,public,O
18,health,O
18,after,O
18,consumer,O
18,confidence,O
18,collapsed,O
18,in,O
18,March,O
18,after,O
18,a,O
18,British,B-MISC
18,report,O
18,suggested,O
18,humans,O
18,could,O
18,contract,O
18,an,O
18,illness,O
18,similar,O
18,to,O
18,mad,O
18,cow,O
18,disease,O
18,by,O
18,eating,O
18,contaminated,O
18,beef,O
18,.,O
19,Germany,B-LOC
19,imported,O
19,"47,600",O
19,sheep,O
19,from,O
19,Britain,B-LOC
19,last,O
19,year,O
19,",",O
19,nearly,O
19,half,O
19,of,O
19,total,O
19,imports,O
19,.,O
20,It,O
20,brought,O
20,in,O
20,"4,275",O
20,tonnes,O
20,of,O
20,British,B-MISC
20,mutton,O
20,",",O
20,some,O
20,10,O
20,percent,O
20,of,O
20,overall,O
20,imports,O
20,.,O
22,Rare,O
22,Hendrix,B-PER
22,song,O
22,draft,O
22,sells,O
22,for,O
22,almost,O
22,$,O
22,"17,000",O
22,.,O
23,LONDON,B-LOC
23,1996-08-22,O
24,A,O
24,rare,O
24,early,O
24,handwritten,O
24,draft,O
24,of,O
24,a,O
24,song,O
24,by,O
24,U.S.,B-LOC
24,guitar,O
24,legend,O
24,Jimi,B-PER
24,Hendrix,I-PER
24,was,O
24,sold,O
24,for,O
24,almost,O
24,$,O
24,"17,000",O
24,on,O
24,Thursday,O
24,at,O
24,an,O
24,auction,O
24,of,O
24,some,O
24,of,O
24,the,O
24,late,O
24,musician,O
24,'s,O
24,favourite,O
24,possessions,O
24,.,O
25,A,O
25,Florida,B-LOC
25,restaurant,O
25,paid,O
25,"10,925",O
25,pounds,O
25,(,O
25,$,O
25,"16,935",O
25,),O
25,for,O
25,the,O
25,draft,O
25,of,O
25,"""",O
25,Ai,B-MISC
25,n't,I-MISC
25,no,I-MISC
25,telling,I-MISC
25,"""",O
25,",",O
25,which,O
25,Hendrix,B-PER
25,penned,O
25,on,O
25,a,O
25,piece,O
25,of,O
25,London,B-LOC
25,hotel,O
25,stationery,O
25,in,O
25,late,O
25,1966,O
25,.,O
26,At,O
26,the,O
26,end,O
26,of,O
26,a,O
26,January,O
26,1967,O
26,concert,O
26,in,O
26,the,O
26,English,B-MISC
26,city,O
26,of,O
26,Nottingham,B-LOC
26,he,O
26,threw,O
26,the,O
26,sheet,O
26,of,O
26,paper,O
26,into,O
26,the,O
26,audience,O
26,",",O
26,where,O
26,it,O
26,was,O
26,retrieved,O
26,by,O
26,a,O
26,fan,O
26,.,O
27,Buyers,O
27,also,O
27,snapped,O
27,up,O
27,16,O
27,other,O
27,items,O
27,that,O
27,were,O
27,put,O
27,up,O
27,for,O
27,auction,O
27,by,O
27,Hendrix,B-PER
27,'s,O
27,former,O
27,girlfriend,O
27,Kathy,B-PER
27,Etchingham,I-PER
27,",",O
27,who,O
27,lived,O
27,with,O
27,him,O
27,from,O
27,1966,O
27,to,O
27,1969,O
27,.,O
28,They,O
28,included,O
28,a,O
28,black,O
28,lacquer,O
28,and,O
28,mother,O
28,of,O
28,pearl,O
28,inlaid,O
28,box,O
28,used,O
28,by,O
28,Hendrix,B-PER
28,to,O
28,store,O
28,his,O
28,drugs,O
28,",",O
28,which,O
28,an,O
28,anonymous,O
28,Australian,B-MISC
28,purchaser,O
28,bought,O
28,for,O
28,"5,060",O
28,pounds,O
28,(,O
28,$,O
28,"7,845",O
28,),O
28,.,O
29,The,O
29,guitarist,O
29,died,O
29,of,O
29,a,O
29,drugs,O
29,overdose,O
29,in,O
29,1970,O
29,aged,O
29,27,O
29,.,O
31,China,B-LOC
31,says,O
31,Taiwan,B-LOC
31,spoils,O
31,atmosphere,O
31,for,O
31,talks,O
31,.,O
32,BEIJING,B-LOC
32,1996-08-22,O
33,China,B-LOC
33,on,O
33,Thursday,O
33,accused,O
33,Taipei,B-LOC
33,of,O
33,spoiling,O
33,the,O
33,atmosphere,O
33,for,O
33,a,O
33,resumption,O
33,of,O
33,talks,O
33,across,O
33,the,O
33,Taiwan,B-LOC
33,Strait,I-LOC
33,with,O
33,a,O
33,visit,O
33,to,O
33,Ukraine,B-LOC
33,by,O
33,Taiwanese,B-MISC
33,Vice,O
33,President,O
33,Lien,B-PER
33,Chan,I-PER
33,this,O
33,week,O
33,that,O
33,infuriated,O
33,Beijing,B-LOC
33,.,O
34,Speaking,O
34,only,O
34,hours,O
34,after,O
34,Chinese,B-MISC
34,state,O
34,media,O
34,said,O
34,the,O
34,time,O
34,was,O
34,right,O
34,to,O
34,engage,O
34,in,O
34,political,O
34,talks,O
34,with,O
34,Taiwan,B-LOC
34,",",O
34,Foreign,B-ORG
34,Ministry,I-ORG
34,spokesman,O
34,Shen,B-PER
34,Guofang,I-PER
34,told,O
34,Reuters,B-ORG
34,:,O
34,"""",O
34,The,O
34,necessary,O
34,atmosphere,O
34,for,O
34,the,O
34,opening,O
34,of,O
34,the,O
34,talks,O
34,has,O
34,been,O
34,disrupted,O
34,by,O
34,the,O
34,Taiwan,B-LOC
34,authorities,O
34,.,O
34,"""",O
35,State,O
35,media,O
35,quoted,O
35,China,B-LOC
35,'s,O
35,top,O
35,negotiator,O
35,with,O
35,Taipei,B-LOC
35,",",O
35,Tang,B-PER
35,Shubei,I-PER
35,",",O
35,as,O
35,telling,O
35,a,O
35,visiting,O
35,group,O
35,from,O
35,Taiwan,B-LOC
35,on,O
35,Wednesday,O
35,that,O
35,it,O
35,was,O
35,time,O
35,for,O
35,the,O
35,rivals,O
35,to,O
35,hold,O
35,political,O
35,talks,O
35,.,O
36,"""",O
36,Now,O
36,is,O
36,the,O
36,time,O
36,for,O
36,the,O
36,two,O
36,sides,O
36,to,O
36,engage,O
36,in,O
36,political,O
36,talks,O
36,...,O
37,that,O
37,is,O
37,to,O
37,end,O
37,the,O
37,state,O
37,of,O
37,hostility,O
37,",",O
37,"""",O
37,Thursday,O
37,'s,O
37,overseas,O
37,edition,O
37,of,O
37,the,O
37,People,B-ORG
37,'s,I-ORG
37,Daily,I-ORG
37,quoted,O
37,Tang,B-PER
37,as,O
37,saying,O
37,.,O
38,The,O
38,foreign,O
38,ministry,O
38,'s,O
38,Shen,B-ORG
38,told,O
38,Reuters,B-ORG
38,Television,I-ORG
38,in,O
38,an,O
38,interview,O
38,he,O
38,had,O
38,read,O
38,reports,O
38,of,O
38,Tang,B-PER
38,'s,O
38,comments,O
38,but,O
38,gave,O
38,no,O
38,details,O
38,of,O
38,why,O
38,the,O
38,negotiator,O
38,had,O
38,considered,O
38,the,O
38,time,O
38,right,O
38,for,O
38,talks,O
38,with,O
38,Taiwan,B-LOC
38,",",O
38,which,O
38,Beijing,B-LOC
38,considers,O
38,a,O
38,renegade,O
38,province,O
38,.,O
39,China,B-LOC
39,",",O
39,which,O
39,has,O
39,long,O
39,opposed,O
39,all,O
39,Taipei,B-LOC
39,efforts,O
39,to,O
39,gain,O
39,greater,O
39,international,O
39,recognition,O
39,",",O
39,was,O
39,infuriated,O
39,by,O
39,a,O
39,visit,O
39,to,O
39,Ukraine,B-LOC
39,this,O
39,week,O
39,by,O
39,Taiwanese,B-MISC
39,Vice,O
39,President,O
39,Lien,B-PER
39,.,O
41,China,B-LOC
41,says,O
41,time,O
41,right,O
41,for,O
41,Taiwan,B-LOC
41,talks,O
41,.,O
42,BEIJING,B-LOC
42,1996-08-22,O
43,China,B-LOC
43,has,O
43,said,O
43,it,O
43,was,O
43,time,O
43,for,O
43,political,O
43,talks,O
43,with,O
43,Taiwan,B-LOC
43,and,O
43,that,O
43,the,O
43,rival,O
43,island,O
43,should,O
43,take,O
43,practical,O
43,steps,O
43,towards,O
43,that,O
43,goal,O
43,.,O
44,Consultations,O
44,should,O
44,be,O
44,held,O
44,to,O
44,set,O
44,the,O
44,time,O
44,and,O
44,format,O
44,of,O
44,the,O
44,talks,O
44,",",O
44,the,O
44,official,O
44,Xinhua,B-ORG
44,news,O
44,agency,O
44,quoted,O
44,Tang,B-PER
44,Shubei,I-PER
44,",",O
44,executive,O
44,vice,O
44,chairman,O
44,of,O
44,the,O
44,Association,B-ORG
44,for,I-ORG
44,Relations,I-ORG
44,Across,I-ORG
44,the,I-ORG
44,Taiwan,I-ORG
44,Straits,I-ORG
44,",",O
44,as,O
44,saying,O
44,late,O
44,on,O
44,Wednesday,O
44,.,O
46,German,B-MISC
46,July,O
46,car,O
46,registrations,O
46,up,O
46,14.2,O
46,pct,O
46,yr,O
46,/,O
46,yr,O
46,.,O
47,FRANKFURT,B-LOC
47,1996-08-22,O
48,German,B-MISC
48,first-time,O
48,registrations,O
48,of,O
48,motor,O
48,vehicles,O
48,jumped,O
48,14.2,O
48,percent,O
48,in,O
48,July,O
48,this,O
48,year,O
48,from,O
48,the,O
48,year-earlier,O
48,period,O
48,",",O
48,the,O
48,Federal,B-ORG
48,office,I-ORG
48,for,I-ORG
48,motor,I-ORG
48,vehicles,I-ORG
48,said,O
48,on,O
48,Thursday,O
48,.,O
49,The,O
49,office,O
49,said,O
49,"356,725",O
49,new,O
49,cars,O
49,were,O
49,registered,O
49,in,O
49,July,O
49,1996,O
49,--,O
49,"304,850",O
49,passenger,O
49,cars,O
49,and,O
49,"15,613",O
49,trucks,O
49,.,O
50,The,O
50,figures,O
50,represent,O
50,a,O
50,13.6,O
50,percent,O
50,increase,O
50,for,O
50,passenger,O
50,cars,O
50,and,O
50,a,O
50,2.2,O
50,percent,O
50,decline,O
50,for,O
50,trucks,O
50,from,O
50,July,O
50,1995,O
50,.,O
51,Motor-bike,O
51,registration,O
51,rose,O
51,32.7,O
51,percent,O
51,in,O
51,the,O
51,period,O
51,.,O
52,The,O
52,growth,O
52,was,O
52,partly,O
52,due,O
52,to,O
52,an,O
52,increased,O
52,number,O
52,of,O
52,Germans,B-MISC
52,buying,O
52,German,B-MISC
52,cars,O
52,abroad,O
52,",",O
52,while,O
52,manufacturers,O
52,said,O
52,that,O
52,domestic,O
52,demand,O
52,was,O
52,weak,O
52,",",O
52,the,O
52,federal,O
52,office,O
52,said,O
52,.,O
53,Almost,O
53,all,O
53,German,B-MISC
53,car,O
53,manufacturers,O
53,posted,O
53,gains,O
53,in,O
53,registration,O
53,numbers,O
53,in,O
53,the,O
53,period,O
53,.,O
54,Volkswagen,B-ORG
54,AG,I-ORG
54,won,O
54,"77,719",O
54,registrations,O
54,",",O
54,slightly,O
54,more,O
54,than,O
54,a,O
54,quarter,O
54,of,O
54,the,O
54,total,O
54,.,O
55,Opel,B-ORG
55,AG,I-ORG
55,together,O
55,with,O
55,General,B-ORG
55,Motors,I-ORG
55,came,O
55,in,O
55,second,O
55,place,O
55,with,O
55,"49,269",O
55,registrations,O
55,",",O
55,16.4,O
55,percent,O
55,of,O
55,the,O
55,overall,O
55,figure,O
55,.,O
56,Third,O
56,was,O
56,Ford,B-ORG
56,with,O
56,"35,563",O
56,registrations,O
56,",",O
56,or,O
56,11.7,O
56,percent,O
56,.,O
57,Only,O
57,Seat,B-ORG
57,and,O
57,Porsche,B-ORG
57,had,O
57,fewer,O
57,registrations,O
57,in,O
57,July,O
57,1996,O
57,compared,O
57,to,O
57,last,O
57,year,O
57,'s,O
57,July,O
57,.,O
58,Seat,B-ORG
58,posted,O
58,"3,420",O
58,registrations,O
58,compared,O
58,with,O
58,5522,O
58,registrations,O
58,in,O
58,July,O
58,a,O
58,year,O
58,earlier,O
58,.,O
59,Porsche,B-ORG
59,'s,O
59,registrations,O
59,fell,O
59,to,O
59,554,O
59,from,O
59,643,O
59,.,O
61,GREEK,B-MISC
61,SOCIALISTS,O
61,GIVE,O
61,GREEN,O
61,LIGHT,O
61,TO,O
61,PM,O
61,FOR,O
61,ELECTIONS,O
61,.,O
62,ATHENS,B-LOC
62,1996-08-22,O
63,The,O
63,Greek,B-MISC
63,socialist,O
63,party,O
63,'s,O
63,executive,O
63,bureau,O
63,gave,O
63,the,O
63,green,O
63,light,O
63,to,O
63,Prime,O
63,Minister,O
63,Costas,B-PER
63,Simitis,I-PER
63,to,O
63,call,O
63,snap,O
63,elections,O
63,",",O
63,its,O
63,general,O
63,secretary,O
63,Costas,B-PER
63,Skandalidis,I-PER
63,told,O
63,reporters,O
63,.,O
64,Prime,O
64,Minister,O
64,Costas,B-PER
64,Simitis,I-PER
64,is,O
64,going,O
64,to,O
64,make,O
64,an,O
64,official,O
64,announcement,O
64,after,O
64,a,O
64,cabinet,O
64,meeting,O
64,later,O
64,on,O
64,Thursday,O
64,",",O
64,said,O
64,Skandalidis,B-PER
64,.,O
65,--,O
65,Dimitris,B-PER
65,Kontogiannis,I-PER
65,",",O
65,Athens,B-ORG
65,Newsroom,I-ORG
65,+301,O
65,3311812-4,O
67,BayerVB,B-ORG
67,sets,O
67,C$,B-MISC
67,100,O
67,million,O
67,six-year,O
67,bond,O
67,.,O
68,LONDON,B-LOC
68,1996-08-22,O
69,The,O
69,following,O
69,bond,O
69,was,O
69,announced,O
69,by,O
69,lead,O
69,manager,O
69,Toronto,B-PER
69,Dominion,I-PER
69,.,O
70,BORROWER,O
70,BAYERISCHE,B-ORG
70,VEREINSBANK,I-ORG
71,AMT,O
71,C$,B-MISC
71,100,O
71,MLN,O
71,COUPON,O
71,6.625,O
71,MATURITY,O
71,24.SEP.02,O
72,TYPE,O
72,STRAIGHT,O
72,ISS,O
72,PRICE,O
72,100.92,O
72,PAY,O
72,DATE,O
72,24.SEP.96,O
73,FULL,O
73,FEES,O
73,1.875,O
73,REOFFER,O
73,99.32,O
73,SPREAD,O
73,+20,O
73,BP,O
74,MOODY,O
74,AA1,O
74,LISTING,O
74,LUX,O
74,PAY,O
74,FREQ,O
74,=,O
75,S&P,B-ORG
75,=,O
75,DENOMS,O
75,(,O
75,K,O
75,),O
75,1-10-100,O
75,SALE,O
75,LIMITS,O
75,US,B-LOC
75,/,O
75,UK,B-LOC
75,/,O
75,CA,B-LOC
76,NEG,O
76,PLG,O
76,NO,O
76,CRS,O
76,DEFLT,O
76,NO,O
76,FORCE,O
76,MAJ,O
76,=,O
77,GOV,O
77,LAW,O
77,GERMAN,B-MISC
77,HOME,O
77,CTRY,O
77,=,O
77,TAX,O
77,PROVS,O
77,STANDARD,O
78,MGT,O
78,/,O
78,UND,O
78,0.275,O
78,SELL,O
78,CONC,O
78,1.60,O
78,PRAECIP,O
78,=,O
79,UNDERLYING,O
79,GOVT,O
79,BOND,O
79,7.0,O
79,PCT,O
79,SEPT,O
79,2001,O
80,NOTES,O
80,BAYERISCHE,B-ORG
80,VEREINSBANK,I-ORG
80,IS,O
80,JOINT,O
80,LEAD,O
80,MANAGER,O
81,--,O
81,London,B-ORG
81,Newsroom,I-ORG
81,+44,O
81,171,O
81,542,O
81,7658,O
83,Venantius,B-ORG
83,sets,O
83,$,O
83,300,O
83,million,O
83,January,O
83,1999,O
83,FRN,O
83,.,O
84,LONDON,B-LOC
84,1996-08-22,O
85,The,O
85,following,O
85,floating-rate,O
85,issue,O
85,was,O
85,announced,O
85,by,O
85,lead,O
85,manager,O
85,Lehman,B-ORG
85,Brothers,I-ORG
85,International,I-ORG
85,.,O
86,BORROWER,O
86,VENANTIUS,B-ORG
86,AB,I-ORG
86,(,O
86,SWEDISH,B-MISC
86,NATIONAL,O
86,MORTGAGE,O
86,AGENCY,O
86,),O
87,AMT,O
87,$,O
87,300,O
87,MLN,O
87,SPREAD,O
87,-,O
87,12.5,O
87,BP,O
87,MATURITY,O
87,21.JAN.99,O
88,TYPE,O
88,FRN,O
88,BASE,O
88,3M,B-ORG
88,LIBOR,O
88,PAY,O
88,DATE,O
88,S23.SEP.96,O
89,LAST,O
89,MOODY,O
89,AA3,O
89,ISS,O
89,PRICE,O
89,99.956,O
89,FULL,O
89,FEES,O
89,10,O
89,BP,O
90,LAST,O
90,S&P,B-ORG
90,AA+,O
90,REOFFER,O
90,=,O
91,NOTES,O
91,S,O
91,SHORT,O
91,FIRST,O
91,COUPON,O
92,LISTING,O
92,LONDON,B-LOC
92,DENOMS,O
92,(,O
92,K,O
92,),O
92,1-10-100,O
92,SALE,O
92,LIMITS,O
92,US,B-LOC
92,/,O
92,UK,B-LOC
92,/,O
92,JP,B-LOC
92,/,O
92,FR,B-LOC
93,NEG,O
93,PLG,O
93,YES,O
93,CRS,O
93,DEFLT,O
93,NO,O
93,FORCE,O
93,MAJ,O
93,IPMA,O
93,2,O
94,GOV,O
94,LAW,O
94,ENGLISH,B-MISC
94,HOME,O
94,CTRY,O
94,SWEDEN,B-LOC
94,TAX,O
94,PROVS,O
94,STANDARD,O
95,MGT,O
95,/,O
95,UND,O
95,5,O
95,BP,O
95,SELL,O
95,CONC,O
95,5,O
95,BP,O
95,PRAECIP,O
95,=,O
96,NOTES,O
96,ISSUED,O
96,OFF,O
96,EMTN,O
96,PROGRAMME,O
97,--,O
97,London,B-ORG
97,Newsroom,I-ORG
97,+44,O
97,171,O
97,542,O
97,8863,O
99,Port,O
99,conditions,O
99,update,O
99,-,O
99,Syria,B-LOC
99,-,O
99,Lloyds,B-ORG
99,Shipping,I-ORG
99,.,O
100,Port,O
100,conditions,O
100,from,O
100,Lloyds,B-ORG
100,Shipping,I-ORG
100,Intelligence,I-ORG
100,Service,I-ORG
100,--,O
101,LATTAKIA,B-LOC
101,",",O
101,Aug,O
101,10,O
101,-,O
101,waiting,O
101,time,O
101,at,O
101,Lattakia,B-LOC
101,and,O
101,Tartous,B-LOC
101,presently,O
101,24,O
101,hours,O
101,.,O
103,Israel,B-LOC
103,plays,O
103,down,O
103,fears,O
103,of,O
103,war,O
103,with,O
103,Syria,B-LOC
103,.,O
104,Colleen,B-PER
104,Siegel,I-PER
105,JERUSALEM,B-LOC
105,1996-08-22,O
106,Israel,B-LOC
106,'s,O
106,outgoing,O
106,peace,O
106,negotiator,O
106,with,O
106,Syria,B-LOC
106,said,O
106,on,O
106,Thursday,O
106,current,O
106,tensions,O
106,between,O
106,the,O
106,two,O
106,countries,O
106,appeared,O
106,to,O
106,be,O
106,a,O
106,storm,O
106,in,O
106,a,O
106,teacup,O
106,.,O
107,Itamar,B-PER
107,Rabinovich,I-PER
107,",",O
107,who,O
107,as,O
107,Israel,B-LOC
107,'s,O
107,ambassador,O
107,to,O
107,Washington,B-LOC
107,conducted,O
107,unfruitful,O
107,negotiations,O
107,with,O
107,Syria,B-LOC
107,",",O
107,told,O
107,Israel,B-ORG
107,Radio,I-ORG
107,it,O
107,looked,O
107,like,O
107,Damascus,B-LOC
107,wanted,O
107,to,O
107,talk,O
107,rather,O
107,than,O
107,fight,O
107,.,O
108,"""",O
108,It,O
108,appears,O
108,to,O
108,me,O
108,the,O
108,Syrian,B-MISC
108,priority,O
108,is,O
108,still,O
108,to,O
108,negotiate,O
108,.,O
109,The,O
109,Syrians,B-MISC
109,are,O
109,confused,O
109,",",O
109,they,O
109,are,O
109,definitely,O
109,tense,O
109,",",O
109,but,O
109,the,O
109,general,O
109,assessment,O
109,here,O
109,in,O
109,Washington,B-LOC
109,is,O
109,that,O
109,this,O
109,is,O
109,essentially,O
109,a,O
109,storm,O
109,in,O
109,a,O
109,teacup,O
109,",",O
109,"""",O
109,he,O
109,said,O
109,.,O
110,Rabinovich,B-PER
110,is,O
110,winding,O
110,up,O
110,his,O
110,term,O
110,as,O
110,ambassador,O
110,.,O
111,He,O
111,will,O
111,be,O
111,replaced,O
111,by,O
111,Eliahu,B-PER
111,Ben-Elissar,I-PER
111,",",O
111,a,O
111,former,O
111,Israeli,B-MISC
111,envoy,O
111,to,O
111,Egypt,B-LOC
111,and,O
111,right-wing,O
111,Likud,B-ORG
111,party,O
111,politician,O
111,.,O
112,Israel,B-LOC
112,on,O
112,Wednesday,O
112,sent,O
112,Syria,B-LOC
112,a,O
112,message,O
112,",",O
112,via,O
112,Washington,B-LOC
112,",",O
112,saying,O
112,it,O
112,was,O
112,committed,O
112,to,O
112,peace,O
112,and,O
112,wanted,O
112,to,O
112,open,O
112,negotiations,O
112,without,O
112,preconditions,O
112,.,O
113,But,O
113,it,O
113,slammed,O
113,Damascus,B-LOC
113,for,O
113,creating,O
113,what,O
113,it,O
113,called,O
113,a,O
113,dangerous,O
113,atmosphere,O
113,.,O
114,Syria,B-LOC
114,accused,O
114,Israel,B-LOC
114,on,O
114,Wednesday,O
114,of,O
114,launching,O
114,a,O
114,hysterical,O
114,campaign,O
114,against,O
114,it,O
114,after,O
114,Israeli,B-MISC
114,television,O
114,reported,O
114,that,O
114,Damascus,B-LOC
114,had,O
114,recently,O
114,test,O
114,fired,O
114,a,O
114,missile,O
114,.,O
115,It,O
115,said,O
115,its,O
115,arms,O
115,purchases,O
115,were,O
115,for,O
115,defensive,O
115,purposes,O
115,.,O
116,"""",O
116,The,O
116,message,O
116,that,O
116,we,O
116,sent,O
116,to,O
116,(,O
116,Syrian,B-MISC
116,President,O
116,Hafez,B-PER
116,al-,I-PER
116,),O
116,Assad,B-PER
116,is,O
116,that,O
116,Israel,B-LOC
116,is,O
116,ready,O
116,at,O
116,any,O
116,time,O
116,without,O
116,preconditions,O
116,to,O
116,enter,O
116,peace,O
116,negotiations,O
116,",",O
116,"""",O
116,Israeli,B-MISC
116,Foreign,O
116,Minister,O
116,David,B-PER
116,Levy,I-PER
116,told,O
116,Israel,B-ORG
116,Radio,I-ORG
116,in,O
116,an,O
116,interview,O
116,.,O
117,Tension,O
117,has,O
117,mounted,O
117,since,O
117,Israeli,B-MISC
117,Prime,O
117,Minister,O
117,Benjamin,B-PER
117,Netanyahu,I-PER
117,took,O
117,office,O
117,in,O
117,June,O
117,vowing,O
117,to,O
117,retain,O
117,the,O
117,Golan,B-LOC
117,Heights,I-LOC
117,Israel,B-LOC
117,captured,O
117,from,O
117,Syria,B-LOC
117,in,O
117,the,O
